번호,제품명,업소명,신고번호
39098,관절 뼈건강엔 MSM 비타민D,주식회사 셀타디움,2022001722015
39097,파이버 7종 블렌드 (Fiber 7 Strains Blend) <전량수출용>,일동바이오사이언스(주),20140017002575
39096,원데이베라 알로에이뮨 300 플러스,(주)알피바이오,200400170061774
39095,알이에프 관절&면역 365 +,주식회사 해나눔 청운지점,2022001309326
39094,보령 눈건강 멀티비타민 올인원 플러스,(주)비오팜,200400170211739
39093,마이크로바이옴 21종 블렌드 (Microbiome 21 Strains Blend) <전량수출용>,일동바이오사이언스(주),20140017002574
39092,드림 퓨어(Dream Pure) 쾌변 헬퍼(HELPER),(주)비오팜,200400170211740
39091,비크릴 100,(주)유유헬스케어,200400151071191
39090,Bifido gold(전량수출용),(주)비피도,20040015070458
39089,본본스 Bon Bones,(주)세모,2004001704976
39088,14일 슬림 컷팅 모로실 다이어트 C3G,광동헬스바이오(주) 2공장,200400200141927
39087,Lilylove Women's Multivitamin(전량수출용),주식회사 노바렉스,200400200083070
39086,그레이스앤 고지에,(주)한국씨엔에스팜,200400200073234
39085,닥터박스 간건강엔 헤파비타민 밀크씨슬 골드,콜마비앤에이치(주)음성공장,200600200033082
39084,대원 멀티비타민,대원헬스케어 주식회사 2공장,20172880193284
39083,락토코커스 락티스 엠지(MG)4668,(주)메디오젠 충주원료공장,202400280956
39082,락티카제이바실러스 파라카제이 엠지(MG)310,(주)메디오젠 충주원료공장,202400280953
39081,락티플란티바실러스 플란타럼 엠지(MG)5023,(주)메디오젠 충주원료공장,202400280955
39080,락티플란티바실러스 플란타럼 엠지(MG)989,(주)메디오젠 충주원료공장,202400280954
39079,리몬데이톡(Talk),(주)코지맘바이오,2023002876634
39078,이지멜팅 다이렉트 마그네슘,콜마비앤에이치(주)세종3공장,20240028080117
39077,혈당 · 콜레스테롤 건강 바나바+홍국,주식회사 뉴트리플래닛,2019001602450
39076,닥스바이옴 6종혼합유산균 2,(주)메디오젠,20040020029776
39075,닥터박스 올인원 멀티비타민미네랄 맥스,콜마비앤에이치(주)음성공장,200600200033079
39074,락토바실러스 가세리 엠지4247,(주)메디오젠,20040020029778
39073,멀티비타민 올인원,(주)웰레스트,20230029284103
39072,비타민K2&D3,대원헬스케어 주식회사 2공장,20172880193283
39071,소우코우 이소비텍신 클렌즈,(주)서흥,200400200062023
39070,2종혼합유산균엠디오(MDO)-2000,(주)메디오젠,20040020029777
39069,V-밸런스,(주)팜투팜2공장,20180003915144
39068,순수 녹차 카테킨 400 mg,(주)웰레스트,20230029284102
39067,기억력·인지력 두뇌엔 포스파티딜세린 PS 징코 플러스,(주)씨이에스팜,2022002132838
39066,에버콜라겐 타임 레티놀A,주식회사 노바렉스,200400200083068
39065,골드 16종 블렌드 (Gold 16 Strains Blend) <전량수출용>,일동바이오사이언스(주),20140017002573
39064,남극크릴오일 1000,우리바이오(주),20190009483647
39063,일양 잇탑큐,일양약품(주),20040017068257
39062,호랑이홍삼,주식회사케이지이,2019001029749
39061,휴럼고려홍삼정,주식회사 휴럼,2004002002554
39060,호랑이홍삼플러스,주식회사케이지이,2019001029748
39059,조아 멀티비타민미네랄 구미,(주)서흥 오송2공장,20172880295108
39058,쾌변엔 차전자피,(주)한풍네이처팜,201200190071045
39057,프리미엄 당케어 혈당&유산균,(주)한풍네이처팜,201200190071046
39056,비피도박테리움브레브 GCWB1345 (원),(주)바이텍 익산지점,2019001431749
39055,눈케어 루테인,(주)한풍네이처팜,201200190071044
39054,난각막,주식회사 노바렉스,200400200083067
39053,김소형원방 슬림 다이어트 카페,엔에이치바이오,2021001868117
39052,코리아나 마시는 뷰티 콜라겐 앰플,코스맥스바이오(주),200400200023793
39051,천연글루코사민 콘드로이친,(주)원네스팜,2021001827715
39050,슬림 체지방컷 다이어트 날씬 & 17유산균 비오틴,맥널티바이오(주),2018001246660
39049,락티카제이바실러스 파라카제이 더블유케이3,(주)메디오젠,20040020029775
39048,인지력 N 포스파티딜세린,대원헬스케어 주식회사 2공장,20172880193282
39047,드림 핏(Dream Fit) 수면 & 다이어트,(주)비오팜,200400170211738
39046,바이오리브 100억 유산균 플러스 이뮨,(주)메디오젠 충주공장,20180012174460
39045,ULTIMATE METAFIT JELLY(사과맛),광동헬스바이오(주),20200016252108
39044,광동 두뇌 인지력 기억력 포스파티딜세린 PS 징코,주식회사 뉴트리플래닛,2019001602449
39043,에브리어트 혈당 젤리컷,콜마비앤에이치(주)음성공장,200600200033078
39042,와이즈 멀티비타민 미네랄,엠에스바이오텍(주),200400200201388
39041,이뮨 듀오 멀티비타민 츄어블,이앤에스(주),2022002000271
39040,하루홍삼플러스,(주)휴온스푸디언스 금산3공장,20190016403192
39039,밝은눈 루테인 골드,주식회사한미양행,200400150832187
39038,AQUA SKIN,주식회사한미양행,200400150832188
39037,가벼운 쾌변하루,(주)허브큐어,20040015162518
39036,관절서포트 MSM 100,바이오디피씨(주),2023000462448
39035,광동천홍삼정골드,농업회사법인지에이치내츄럴,2015000221748
39034,엔케이씨피 골드,바이오디피씨(주),2023000462449
39033,오스틴 파워슬림,바이오디피씨(주),2023000462451
39032,쾌변비법 차전자피 비움 스틱,(주)허브큐어,20040015162519
39031,플로네아 리베스틴 다이어트,주식회사한미양행,200400150832189
39030,황제황옥단,(주)경주생약 제2공장,2023000783524
39029,밀크씨슬,이앤에스(주),20120017002249
39028,비타민K2 & D3 프리미엄 MK-7 미니정,일양약품(주),20040017068256
39027,제니스칼 맥스,주식회사 이수바이오,20130017122127
39026,튼튼닷컴 징코맥스,(주)비오팜,200400170211737
39025,팜델리 관절케어 MSM,영천시약용작물산업화지원센터,202100143177
39024,프리미엄 식물성 뉴티지 오메가3,(주)한풍네이처팜,201200190071043
39023,두뇌엔 PS 브레인 액션 포스파티딜세린&징코+아연,주식회사한미양행,200400150832184
39022,뮤코다당단백 콘드로이친 1200+비타민D+망간 트리플액션,주식회사한미양행,200400150832186
39021,알티지오메가3 프리미엄,(주)한풍네이처팜,201200190071042
39020,우리아이 아연시럽 딸기맛,코스맥스엔비티(주),200700170352824
39019,더파르마 식물성오메가3,코스맥스엔비티(주),200700170352823
39018,닥터에스더 리포좀 마그네슘,큐어라벨(주),20040017016662
39017,홍삼담은 경성대보환,경성제약주식회사,2004001507399
39016,포스타민,주식회사 네추럴웨이 포천 제2공장,20190004553332
39015,연세 퓨어 밀크씨슬 플러스 알케이알,주식회사한미양행,200400150832185
39014,슬림바이브 혈당&다이어트,주식회사한미양행,200400150832183
39013,멀티비타민 잔티젠,주식회사 노바렉스2공장,200600200081175
39012,하이비타 원데이액티브 올인원 멀티팩 이뮨,콜마비앤에이치(주)음성공장,200600200033077
39011,메타더마 풋사과 플로리진 스킨부스터,(주)한국씨엔에스팜,200400200073233
39010,발효홍삼경진원프리미엄,(주)한국인삼내츄럴,2012002001466
39009,쏙빼빼팻버닝다이어트카페,(주)오투바이오,20130020008573
39008,아셀미네랄,엠에스바이오텍(주),200400200201387
39007,오더리스 r-TG 오메가 코큐텐,(주)서흥헬스케어 2공장,2018001205674
39006,오메가7 보라지유,콜마비앤에이치(주)음성공장,200600200033076
39005,올데이 눈에는루테인,이앤에스(주),2022002000270
39004,닥터슈퍼칸 B다이나믹메가,(주)에이치엘사이언스,2004001706198
39003,네오메딕스 치아 밸런스,우리바이오(주),20190009483646
39002,전립선엔 카리메토,엔피케이(주) 2공장,2021001622984
39001,STOMACH HEALTH,광동헬스바이오(주) 2공장,200400200141926
39000,데일리 간 건강 밀크씨슬 골드 플러스,주)팜크로스,200400151101236
38999,연세 엠에스엠 MSM 엔오 프리미엄 골드,(주)바이오 로제트,20040017015447
38998,올인원 컷 다이어트,주)팜크로스,200400151101235
38997,트루엔키즈 항균&면역 프로폴리스 아연 젤리,주식회사웰파인,20130015151116
38996,하루틴 리포좀 비타민C플러스,(주)유유헬스케어,200400151071190
38995,건기남의 밀크씨슬 코큐텐,에이치엔웨이,2018001231071
38994,고려태극인삼정캡슐,(주)정원,2004002003784
38993,그린카테킨300 Slimming Blend,(주)한국씨엔에스팜,200400200073231
38992,나프라우드 칼마디 K2 머치,(주)한국씨엔에스팜,200400200073232
38991,닥터필콜라겐,(주)씨엘팜,20160012132136
38990,에너지멀티비타민,주식회사 노바렉스,200400200083065
38989,올데이 쏘팔메토아연,이앤에스(주),2022002000269
38988,은행잎,(주)웰레스트,20230029284101
38987,고려태극인삼정캡슐플래타늄,(주)비오팜,200400170211735
38986,바로타민,주식회사 노바렉스2공장,200600200081174
38985,아센틱 프리미엄 리얼 비피더스,일동바이오사이언스(주),20140017002572
38984,약담 마디케이,제너럴바이오 주식회사,2013001930441
38983,순홍삼만 스틱 35,케이헬스푸드 주식회사,2012001900933
38982,바이액트정,주식회사 프롬바이오 익산공장,2019001407157
38981,바이오스라이프씨플러스,유니시티글로벌매뉴팩쳐링(유),2015000612729
38980,프로비 수용성 프로폴리스 골드,서울프로폴리스(주),2010002006067
38979,트루엔 트리플마그네슘400,주식회사 노바렉스,200400200083066
38978,콜레올로지 컷팅 젤리(Coleology 纤体果冻条)(전량수출용),코스맥스바이오(주),200400200023791
38977,칼마디&K2 코랄칼슘,주식회사 노바렉스,200400200083064
38976,칼로-나이트 Relax,엠에스바이오텍(주),200400200201386
38975,튼튼닷컴 뼈엔MK-7 비타민K2+D3,(주)비오팜,200400170211736
38974,헬시부트 맨즈부스터,코스맥스바이오(주),200400200023792
38973,바이오스라이프에이플러스,유니시티글로벌매뉴팩쳐링(유),2015000612730
38972,슬림핏 혈당컷 츄어블,(주)비오팜,200400170211734
38971,삼성바이오 호관호 프리미엄,농업회사법인 고려홍삼원 주식회사,20040017055121
38970,비타민D 5000IU,(주)녹십초알로에,2004001701398
38969,YDY 코랄칼마디 K2,광동헬스바이오(주) 2공장,200400200141925
38968,굿 슬립 정,주식회사 노바렉스,200400200083063
38967,기억력ㆍ혈행 건강엔 징코 플러스,대원헬스케어 주식회사 2공장,20172880193281
38966,두뇌 인지력 포스파티딜세린,주식회사 노바렉스,200400200083062
38965,락토앤씨 프로바이오틱스,콜마비앤에이치(주)음성공장,200600200033074
38964,미숙여주젤리,콜마비앤에이치(주)음성공장,200600200033075
38963,비타미톡(vita-me tok) 파인애플맛,에프엔바이오(주),20040020071499
38962,애터미 트리플 업 프로틴,콜마비앤에이치(주)세종3공장,20240028080116
38961,액티브 케어 멀티비타민,콜마비앤에이치(주)음성공장,200600200033073
38960,에코 멀티비타민 21종,광동헬스바이오(주) 2공장,200400200141924
38959,채움 프로틴,콜마비앤에이치(주)세종3공장,20240028080115
38958,태극삼분말4,대동고려삼(주),20040020031536
38957,케톱K,(주)씨이에스팜,2022002132837
38956,퓨어젠 면역 프로폴리스,콜마비앤에이치(주)세종3공장,20240028080114
38955,퓨어팅 비타민D3 2000IU,주식회사 상상바이오,20200016052252
38954,헬시업Ⅱ,동서바이오팜(주) 안성공장,20220011370204
38953,철맥 스피드액,(주)삼진GNF,2006001510984
38952,헬시업Ⅰ,동서바이오팜(주) 안성공장,20220011370205
38951,초록이 슬림밸런스&쾌변+(전량수출용),(주)미누스토리,20190009394104
38950,아기 철분제 액상스틱,코스맥스엔비티(주),200700170352822
38949,마일드 다이어트 스위트 아메리카노맛,(주)파마피아,2020000997252
38948,건강의 시작은 흡수율에서 리포좀 비타민C,주식회사 내츄럴엔,20200012016181
38947,치아튼튼 인사덴티 케어,(주)웰레스트,20230029284100
38946,프로포파텍 (수출용),(주)유니쎌팜,20040020028789
38945,건기남의 그린프로폴리스,에이치엔웨이,2018001231070
38944,오마이것,엔피케이(주),201000190041430
38943,바순슬림다이어트 아메리카노맛,주식회사 상상바이오,2017286000724
38942,D Fit Jelly(수출용),엔피케이(주) 2공장,2021001622983
38941,D Fit Chewably (수출용),엔피케이(주),201000190041431
38940,칼마디K아연망간 프리미엄,일양약품(주),20040017068255
38939,엔테로코커스 페시움 아이디씨씨(IDCC) 2102 알(R) (1B) <전량수출용>,일동바이오사이언스(주),20140017002567
38938,엔테로코커스 페시움 아이디씨씨(IDCC) 2102 알(R) (15B) <전량수출용>,일동바이오사이언스(주),20140017002569
38937,엔테로코커스 페시움 아이디씨씨(IDCC) 2102 알(R) (0.1B) <전량수출용>,일동바이오사이언스(주),20140017002571
38936,리기락토바실러스 살리바리우스 아이디씨씨(IDCC) 3551 알(R) (1B) <전량수출용>,일동바이오사이언스(주),20140017002570
38935,리기락토바실러스 살리바리우스 아이디씨씨(IDCC) 3551 알(R) (0.1B) <전량수출용>,일동바이오사이언스(주),20140017002568
38934,가르시니아,이앤에스(주),20120017002247
38933,Probiotics Fermented Garlic Extract Powder,주식회사 현대바이오랜드 안산,20040017067111
38932,MSM 엠에스엠,이앤에스(주),20120017002248
38931,진한삼 프리미엄 6년근 홍삼스틱,(주)휴온스푸디언스 금산3공장,20190016403191
38930,아이 모어 i-more,주식회사 상상바이오,2017286000723
38929,스트레스케어 테아닌,엔피케이(주),201000190041429
